station_id,date,element,value,mflag,qflag,sflag,obstime,unit
ASN00074024,01-01-1901,PRCP,0,,,a,,mm
ASN00074025,01-01-1901,PRCP,0,,,a,,mm
ASN00074026,01-01-1901,PRCP,0,,,a,,mm
ASN00074027,01-01-1901,PRCP,13,,,a,,mm
ASN00074029,01-01-1901,PRCP,0,,,a,,mm
ASN00074033,01-01-1901,PRCP,0,,,a,,mm
ASN00074034,01-01-1901,PRCP,0,,,a,,mm
ASN00074035,01-01-1901,PRCP,0,,,a,,mm
ASN00074040,01-01-1901,PRCP,0,,,a,,mm
ASN00074041,01-01-1901,PRCP,0,,,a,,mm
ASN00074042,01-01-1901,PRCP,0,,,a,,mm
ASN00074044,01-01-1901,PRCP,0,,,a,,mm
ASN00074046,01-01-1901,PRCP,0,,,a,,mm
ASN00074047,01-01-1901,PRCP,0,,,a,,mm
ASN00074048,01-01-1901,PRCP,30,,,a,,mm
ASN00074049,01-01-1901,PRCP,0,,,a,,mm
ASN00074050,01-01-1901,PRCP,0,,,a,,mm
ASN00074054,01-01-1901,PRCP,0,,,a,,mm
ASN00074055,01-01-1901,PRCP,0,,,a,,mm
ASN00074056,01-01-1901,PRCP,58,,,a,,mm
ASN00074061,01-01-1901,PRCP,0,,,a,,mm
ASN00074064,01-01-1901,PRCP,0,,,a,,mm
ASN00074068,01-01-1901,PRCP,0,,,a,,mm
ASN00074073,01-01-1901,PRCP,25,,,a,,mm
ASN00074074,01-01-1901,PRCP,0,,,a,,mm
ASN00074075,01-01-1901,PRCP,0,,,a,,mm
ASN00074079,01-01-1901,PRCP,0,,,a,,mm
ASN00074080,01-01-1901,PRCP,0,,,a,,mm
ASN00074082,01-01-1901,PRCP,0,,,a,,mm
ASN00074086,01-01-1901,PRCP,0,,,a,,mm
ASN00074087,01-01-1901,PRCP,0,,,a,,mm
ASN00074089,01-01-1901,PRCP,0,,,a,,mm
ASN00074090,01-01-1901,PRCP,0,,,a,,mm
ASN00074092,01-01-1901,PRCP,33,,,a,,mm
ASN00074095,01-01-1901,PRCP,0,,,a,,mm
ASN00074097,01-01-1901,PRCP,0,,,a,,mm
ASN00074098,01-01-1901,PRCP,0,,,a,,mm
ASN00074103,01-01-1901,PRCP,0,,,a,,mm
ASN00074104,01-01-1901,PRCP,0,,,a,,mm
ASN00074106,01-01-1901,PRCP,0,,,a,,mm
ASN00074108,01-01-1901,PRCP,38,,,a,,mm
ASN00074110,01-01-1901,PRCP,0,,,a,,mm
ASN00074115,01-01-1901,PRCP,0,,,a,,mm
ASN00074116,01-01-1901,PRCP,0,,,a,,mm
ASN00074118,01-01-1901,PRCP,23,,,a,,mm
ASN00074120,01-01-1901,PRCP,10,,,a,,mm
ASN00074121,01-01-1901,PRCP,0,,,a,,mm
ASN00074122,01-01-1901,PRCP,0,,,a,,mm
ASN00074124,01-01-1901,PRCP,0,,,a,,mm
ASN00074125,01-01-1901,PRCP,0,,,a,,mm
ASN00074126,01-01-1901,PRCP,0,,,a,,mm
ASN00074128,01-01-1901,TMAX,300,,,a,,tenths of °C
ASN00074128,01-01-1901,TMIN,172,,,a,,tenths of °C
ASN00074128,01-01-1901,PRCP,0,,,a,,mm
ASN00074129,01-01-1901,PRCP,0,,,a,,mm
ASN00074135,01-01-1901,PRCP,0,,,a,,mm
ASN00074138,01-01-1901,PRCP,0,,,a,,mm
ASN00074139,01-01-1901,PRCP,0,,,a,,mm
ASN00074140,01-01-1901,PRCP,0,,,a,,mm
ASN00074142,01-01-1901,PRCP,0,,,a,,mm
ASN00074143,01-01-1901,PRCP,0,,,a,,mm
ASN00074144,01-01-1901,PRCP,0,,,a,,mm
ASN00074146,01-01-1901,PRCP,0,,,a,,mm
ASN00074149,01-01-1901,PRCP,0,,,a,,mm
ASN00074150,01-01-1901,PRCP,0,,,a,,mm
ASN00074151,01-01-1901,PRCP,0,,,a,,mm
ASN00074154,01-01-1901,PRCP,0,,,a,,mm
ASN00074158,01-01-1901,PRCP,38,,,a,,mm
ASN00074159,01-01-1901,PRCP,84,,,a,,mm
ASN00074161,01-01-1901,PRCP,0,,,a,,mm
ASN00074165,01-01-1901,PRCP,0,,,a,,mm
ASN00074168,01-01-1901,PRCP,0,,,a,,mm
ASN00074169,01-01-1901,PRCP,86,,,a,,mm
ASN00074171,01-01-1901,PRCP,5,,,a,,mm
ASN00074172,01-01-1901,PRCP,8,,,a,,mm
ASN00074175,01-01-1901,PRCP,102,,,a,,mm
ASN00074176,01-01-1901,PRCP,0,,,a,,mm
ASN00074177,01-01-1901,PRCP,0,,,a,,mm
ASN00074181,01-01-1901,PRCP,0,,,a,,mm
ASN00074183,01-01-1901,PRCP,0,,,a,,mm
ASN00074184,01-01-1901,PRCP,0,,,a,,mm
ASN00074185,01-01-1901,PRCP,10,,,a,,mm
ASN00074186,01-01-1901,PRCP,0,,,a,,mm
ASN00074187,01-01-1901,PRCP,43,,,a,,mm
ASN00074189,01-01-1901,PRCP,36,,,a,,mm
ASN00074192,01-01-1901,PRCP,0,,,a,,mm
ASN00074198,01-01-1901,PRCP,0,,,a,,mm
ASN00074220,01-01-1901,PRCP,0,,,a,,mm
ASN00074222,01-01-1901,PRCP,0,,,a,,mm
ASN00074226,01-01-1901,PRCP,0,,,a,,mm
ASN00074227,01-01-1901,PRCP,102,,,a,,mm
ASN00074236,01-01-1901,PRCP,0,,,a,,mm
ASN00074239,01-01-1901,PRCP,127,,,a,,mm
ASN00075001,01-01-1901,PRCP,0,,,a,,mm
ASN00075002,01-01-1901,PRCP,0,,,a,,mm
ASN00075003,01-01-1901,PRCP,0,,,a,,mm
ASN00075004,01-01-1901,PRCP,0,,,a,,mm
ASN00075005,01-01-1901,PRCP,51,,,a,,mm
ASN00075006,01-01-1901,PRCP,0,,,a,,mm
ASN00075007,01-01-1901,PRCP,15,,,a,,mm
ASN00075011,01-01-1901,PRCP,0,,,a,,mm
ASN00075012,01-01-1901,PRCP,0,,,a,,mm
ASN00075013,01-01-1901,PRCP,0,,,a,,mm
ASN00075018,01-01-1901,PRCP,0,,,a,,mm
ASN00075020,01-01-1901,PRCP,0,,,a,,mm
ASN00075023,01-01-1901,PRCP,0,,,a,,mm
ASN00075024,01-01-1901,PRCP,0,,,a,,mm
ASN00075026,01-01-1901,PRCP,46,,,a,,mm
ASN00075031,01-01-1901,PRCP,0,,,a,,mm
ASN00075032,01-01-1901,PRCP,0,,,a,,mm
ASN00075033,01-01-1901,PRCP,0,,,a,,mm
ASN00075034,01-01-1901,PRCP,0,,,a,,mm
ASN00075035,01-01-1901,PRCP,0,,,a,,mm
ASN00075039,01-01-1901,PRCP,51,,,a,,mm
ASN00075042,01-01-1901,PRCP,0,,,a,,mm
ASN00075045,01-01-1901,PRCP,0,,,a,,mm
ASN00075046,01-01-1901,PRCP,0,,,a,,mm
ASN00075048,01-01-1901,PRCP,0,,,a,,mm
ASN00075049,01-01-1901,PRCP,0,,,a,,mm
ASN00075050,01-01-1901,PRCP,0,,,a,,mm
ASN00075051,01-01-1901,PRCP,0,,,a,,mm
ASN00075052,01-01-1901,PRCP,0,,,a,,mm
ASN00075057,01-01-1901,PRCP,15,,,a,,mm
ASN00075059,01-01-1901,PRCP,0,,,a,,mm
ASN00075060,01-01-1901,PRCP,0,,,a,,mm
ASN00075063,01-01-1901,PRCP,0,,,a,,mm
ASN00075064,01-01-1901,PRCP,0,,,a,,mm
ASN00075065,01-01-1901,PRCP,0,,,a,,mm
ASN00075067,01-01-1901,PRCP,0,,,a,,mm
ASN00075068,01-01-1901,PRCP,0,,,a,,mm
ASN00075069,01-01-1901,PRCP,0,,,a,,mm
ASN00075075,01-01-1901,PRCP,0,,,a,,mm
ASN00075077,01-01-1901,PRCP,0,,,a,,mm
ASN00075083,01-01-1901,PRCP,0,,,a,,mm
ASN00075088,01-01-1901,PRCP,0,,,a,,mm
ASN00075090,01-01-1901,PRCP,0,,,a,,mm
ASN00075092,01-01-1901,PRCP,0,,,a,,mm
ASN00075094,01-01-1901,PRCP,0,,,a,,mm
ASN00075096,01-01-1901,PRCP,0,,,a,,mm
ASN00075103,01-01-1901,PRCP,0,,,a,,mm
ASN00075107,01-01-1901,PRCP,69,,,a,,mm
ASN00075109,01-01-1901,PRCP,64,,,a,,mm
ASN00075110,01-01-1901,PRCP,0,,,a,,mm
ASN00075114,01-01-1901,PRCP,56,,,a,,mm
ASN00075115,01-01-1901,PRCP,18,,,a,,mm
ASN00075116,01-01-1901,PRCP,0,,,a,,mm
ASN00075117,01-01-1901,PRCP,0,,,a,,mm
ASN00075118,01-01-1901,PRCP,0,,,a,,mm
ASN00075119,01-01-1901,PRCP,13,,,a,,mm
ASN00075121,01-01-1901,PRCP,0,,,a,,mm
ASN00075123,01-01-1901,PRCP,0,,,a,,mm
ASN00075125,01-01-1901,PRCP,0,,,a,,mm
ASN00075126,01-01-1901,PRCP,0,,,a,,mm
ASN00075127,01-01-1901,PRCP,0,,,a,,mm
ASN00075128,01-01-1901,PRCP,0,,,a,,mm
ASN00075133,01-01-1901,PRCP,36,,,a,,mm
ASN00075135,01-01-1901,PRCP,33,,,a,,mm
ASN00075152,01-01-1901,PRCP,0,,,a,,mm
ASN00075153,01-01-1901,PRCP,0,,,a,,mm
ASN00075156,01-01-1901,PRCP,0,,,a,,mm
ASN00075157,01-01-1901,PRCP,41,,,a,,mm
ASN00075169,01-01-1901,PRCP,0,,,a,,mm
ASN00076046,01-01-1901,PRCP,0,,,a,,mm
ASN00076049,01-01-1901,PRCP,0,,,a,,mm
ASN00076050,01-01-1901,PRCP,0,,,a,,mm
ASN00076059,01-01-1901,PRCP,0,,,a,,mm
ASN00076060,01-01-1901,PRCP,0,,,a,,mm
ASN00076077,01-01-1901,TMAX,317,,,a,,tenths of °C
ASN00076077,01-01-1901,TMIN,144,,,a,,tenths of °C
ASN00076077,01-01-1901,PRCP,0,,,a,,mm
ASN00076091,01-01-1901,PRCP,0,,,a,,mm
ASN00076092,01-01-1901,PRCP,0,,,a,,mm
ASN00076094,01-01-1901,PRCP,0,,,a,,mm
ASN00076096,01-01-1901,PRCP,0,,,a,,mm
ASN00076099,01-01-1901,PRCP,0,,,a,,mm
ASN00077003,01-01-1901,PRCP,0,,,a,,mm
ASN00077004,01-01-1901,PRCP,0,,,a,,mm
ASN00077005,01-01-1901,PRCP,0,,,a,,mm
ASN00077007,01-01-1901,PRCP,0,,,a,,mm
ASN00077008,01-01-1901,PRCP,0,,,a,,mm
ASN00077018,01-01-1901,PRCP,8,,,a,,mm
ASN00077019,01-01-1901,PRCP,0,,,a,,mm
ASN00077022,01-01-1901,PRCP,0,,,a,,mm
ASN00077030,01-01-1901,PRCP,0,,,a,,mm
ASN00077031,01-01-1901,PRCP,0,,,a,,mm
ASN00077032,01-01-1901,PRCP,0,,,a,,mm
ASN00077034,01-01-1901,PRCP,0,,,a,,mm
ASN00077038,01-01-1901,PRCP,0,,,a,,mm
ASN00077039,01-01-1901,PRCP,0,,,a,,mm
ASN00077042,01-01-1901,PRCP,0,,,a,,mm
ASN00077047,01-01-1901,PRCP,0,,,a,,mm
ASN00077049,01-01-1901,PRCP,0,,,a,,mm
ASN00077050,01-01-1901,PRCP,0,,,a,,mm
ASN00077051,01-01-1901,PRCP,0,,,a,,mm
ASN00077052,01-01-1901,PRCP,0,,,a,,mm
ASN00077057,01-01-1901,PRCP,0,,,a,,mm
ASN00077059,01-01-1901,PRCP,0,,,a,,mm
ASN00077060,01-01-1901,PRCP,0,,,a,,mm
ASN00077061,01-01-1901,PRCP,0,,,a,,mm
ASN00077062,01-01-1901,PRCP,0,,,a,,mm
ASN00077063,01-01-1901,PRCP,0,,,a,,mm
ASN00077064,01-01-1901,PRCP,0,,,a,,mm
ASN00077065,01-01-1901,PRCP,0,,,a,,mm
ASN00077067,01-01-1901,PRCP,0,,,a,,mm
ASN00077068,01-01-1901,PRCP,0,,,a,,mm
ASN00077069,01-01-1901,PRCP,0,,,a,,mm
ASN00077070,01-01-1901,PRCP,0,,,a,,mm
ASN00077071,01-01-1901,PRCP,0,,,a,,mm
ASN00077073,01-01-1901,PRCP,0,,,a,,mm
ASN00077079,01-01-1901,PRCP,0,,,a,,mm
ASN00077081,01-01-1901,PRCP,0,,,a,,mm
ASN00077085,01-01-1901,PRCP,0,,,a,,mm
ASN00077089,01-01-1901,PRCP,0,,,a,,mm
ASN00077091,01-01-1901,PRCP,0,,,a,,mm
ASN00078000,01-01-1901,PRCP,30,,,a,,mm
ASN00078002,01-01-1901,PRCP,8,,,a,,mm
ASN00078003,01-01-1901,PRCP,0,,,a,,mm
ASN00078005,01-01-1901,PRCP,0,,,a,,mm
ASN00078007,01-01-1901,PRCP,0,,,a,,mm
ASN00078009,01-01-1901,PRCP,23,,,a,,mm
ASN00078010,01-01-1901,PRCP,0,,,a,,mm
ASN00078011,01-01-1901,PRCP,3,,,a,,mm
ASN00078012,01-01-1901,PRCP,0,,,a,,mm
ASN00078013,01-01-1901,PRCP,13,,,a,,mm
ASN00078014,01-01-1901,PRCP,0,,,a,,mm
ASN00078017,01-01-1901,PRCP,0,,,a,,mm
ASN00078020,01-01-1901,PRCP,0,,,a,,mm
ASN00078025,01-01-1901,PRCP,0,,,a,,mm
ASN00078027,01-01-1901,PRCP,0,,,a,,mm
ASN00078028,01-01-1901,PRCP,0,,,a,,mm
ASN00078031,01-01-1901,TMAX,239,,,a,,tenths of °C
ASN00078031,01-01-1901,TMIN,106,,,a,,tenths of °C
ASN00078031,01-01-1901,PRCP,13,,,a,,mm
ASN00078034,01-01-1901,PRCP,0,,,a,,mm
ASN00078035,01-01-1901,PRCP,0,,,a,,mm
ASN00078036,01-01-1901,PRCP,0,,,a,,mm
ASN00078037,01-01-1901,PRCP,0,,,a,,mm
ASN00078040,01-01-1901,PRCP,0,,,a,,mm
ASN00078041,01-01-1901,PRCP,0,,,a,,mm
ASN00078042,01-01-1901,PRCP,0,,,a,,mm
ASN00078043,01-01-1901,PRCP,23,,,a,,mm
ASN00078048,01-01-1901,PRCP,0,,,a,,mm
ASN00078049,01-01-1901,PRCP,0,,,a,,mm
ASN00078051,01-01-1901,PRCP,0,,,a,,mm
ASN00078053,01-01-1901,PRCP,0,,,a,,mm
ASN00078054,01-01-1901,PRCP,0,,,a,,mm
ASN00078056,01-01-1901,PRCP,0,,,a,,mm
ASN00078058,01-01-1901,PRCP,0,,,a,,mm
ASN00078059,01-01-1901,PRCP,0,,,a,,mm
ASN00078061,01-01-1901,PRCP,0,,,a,,mm
ASN00078062,01-01-1901,PRCP,0,,,a,,mm
ASN00078078,01-01-1901,PRCP,0,,,a,,mm
ASN00078080,01-01-1901,PRCP,0,,,a,,mm
ASN00078083,01-01-1901,PRCP,0,,,a,,mm
ASN00078084,01-01-1901,PRCP,10,,,a,,mm
ASN00078086,01-01-1901,PRCP,0,,,a,,mm
ASN00079000,01-01-1901,PRCP,0,,,a,,mm
ASN00079001,01-01-1901,PRCP,0,,,a,,mm
ASN00079003,01-01-1901,PRCP,0,,,a,,mm
ASN00079009,01-01-1901,PRCP,0,,,a,,mm
ASN00079011,01-01-1901,PRCP,28,,,a,,mm
ASN00079014,01-01-1901,PRCP,0,,,a,,mm
ASN00079016,01-01-1901,PRCP,0,,,a,,mm
ASN00079018,01-01-1901,PRCP,41,,,a,,mm
ASN00079019,01-01-1901,PRCP,0,,,a,,mm
ASN00079020,01-01-1901,PRCP,30,,,a,,mm
ASN00079022,01-01-1901,PRCP,48,,,a,,mm
ASN00079023,01-01-1901,PRCP,0,,,a,,mm
ASN00079025,01-01-1901,PRCP,0,,,a,,mm
ASN00079028,01-01-1901,PRCP,0,,,a,,mm
ASN00079030,01-01-1901,PRCP,91,,,a,,mm
ASN00079035,01-01-1901,PRCP,5,,,a,,mm
ASN00079037,01-01-1901,PRCP,18,,,a,,mm
ASN00079038,01-01-1901,PRCP,23,,,a,,mm
ASN00079039,01-01-1901,PRCP,0,,,a,,mm
ASN00079040,01-01-1901,PRCP,0,,,a,,mm
ASN00079042,01-01-1901,PRCP,0,,,a,,mm
ASN00079043,01-01-1901,PRCP,0,,,a,,mm
ASN00079046,01-01-1901,PRCP,0,,,a,,mm
ASN00079047,01-01-1901,PRCP,0,,,a,,mm
ASN00079049,01-01-1901,PRCP,0,,,a,,mm
ASN00079054,01-01-1901,PRCP,0,,,a,,mm
ASN00079056,01-01-1901,PRCP,0,,,a,,mm
ASN00079059,01-01-1901,PRCP,0,,,a,,mm
ASN00079060,01-01-1901,PRCP,0,,,a,,mm
ASN00079061,01-01-1901,PRCP,0,,,a,,mm
ASN00079065,01-01-1901,PRCP,0,,,a,,mm
ASN00079066,01-01-1901,PRCP,0,,,a,,mm
ASN00079068,01-01-1901,PRCP,0,,,a,,mm
ASN00079069,01-01-1901,PRCP,10,,,a,,mm
ASN00079072,01-01-1901,PRCP,0,,,a,,mm
ASN00079079,01-01-1901,PRCP,0,,,a,,mm
ASN00079093,01-01-1901,PRCP,13,,,a,,mm
ASN00079096,01-01-1901,PRCP,0,,,a,,mm
ASN00080000,01-01-1901,PRCP,0,,,a,,mm
ASN00080001,01-01-1901,PRCP,0,,,a,,mm
ASN00080002,01-01-1901,PRCP,0,,,a,,mm
ASN00080003,01-01-1901,PRCP,0,,,a,,mm
ASN00080004,01-01-1901,PRCP,13,,,a,,mm
ASN00080005,01-01-1901,PRCP,0,,,a,,mm
ASN00080006,01-01-1901,PRCP,0,,,a,,mm
ASN00080007,01-01-1901,PRCP,0,,,a,,mm
ASN00080008,01-01-1901,PRCP,0,,,a,,mm
ASN00080009,01-01-1901,PRCP,0,,,a,,mm
ASN00080012,01-01-1901,PRCP,0,,,a,,mm
ASN00080015,01-01-1901,PRCP,0,,,a,,mm
ASN00080016,01-01-1901,PRCP,0,,,a,,mm
ASN00080017,01-01-1901,PRCP,0,,,a,,mm
ASN00080023,01-01-1901,PRCP,0,,,a,,mm
ASN00080024,01-01-1901,PRCP,0,,,a,,mm
ASN00080026,01-01-1901,PRCP,0,,,a,,mm
ASN00080028,01-01-1901,PRCP,0,,,a,,mm
ASN00080029,01-01-1901,PRCP,0,,,a,,mm
ASN00080030,01-01-1901,PRCP,0,,,a,,mm
ASN00080039,01-01-1901,PRCP,0,,,a,,mm
ASN00080043,01-01-1901,PRCP,0,,,a,,mm
ASN00080048,01-01-1901,PRCP,0,,,a,,mm
ASN00080051,01-01-1901,PRCP,0,,,a,,mm
ASN00080054,01-01-1901,PRCP,0,,,a,,mm
ASN00080058,01-01-1901,PRCP,0,,,a,,mm
ASN00080061,01-01-1901,PRCP,0,,,a,,mm
ASN00080063,01-01-1901,PRCP,0,,,a,,mm
ASN00080065,01-01-1901,PRCP,0,,,a,,mm
ASN00080066,01-01-1901,PRCP,0,,,a,,mm
ASN00080069,01-01-1901,PRCP,0,,,a,,mm
ASN00080070,01-01-1901,PRCP,0,,,a,,mm
ASN00080072,01-01-1901,PRCP,0,,,a,,mm
ASN00080073,01-01-1901,PRCP,0,,,a,,mm
ASN00080075,01-01-1901,PRCP,0,,,a,,mm
ASN00080076,01-01-1901,PRCP,0,,,a,,mm
ASN00080078,01-01-1901,PRCP,0,,,a,,mm
ASN00080081,01-01-1901,PRCP,0,,,a,,mm
ASN00080082,01-01-1901,PRCP,0,,,a,,mm
ASN00080083,01-01-1901,PRCP,0,,,a,,mm
ASN00080084,01-01-1901,PRCP,0,,,a,,mm
ASN00080086,01-01-1901,PRCP,0,,,a,,mm
ASN00080094,01-01-1901,PRCP,0,,,a,,mm
ASN00080111,01-01-1901,PRCP,0,,,a,,mm
ASN00080115,01-01-1901,PRCP,0,,,a,,mm
ASN00080117,01-01-1901,PRCP,0,,,a,,mm
ASN00080119,01-01-1901,PRCP,0,,,a,,mm
ASN00080121,01-01-1901,PRCP,0,,,a,,mm
ASN00080122,01-01-1901,PRCP,0,,,a,,mm
ASN00080124,01-01-1901,PRCP,0,,,a,,mm
ASN00081000,01-01-1901,PRCP,0,,,a,,mm
ASN00081002,01-01-1901,PRCP,0,,,a,,mm
ASN00081003,01-01-1901,PRCP,0,,,a,,mm
ASN00081004,01-01-1901,PRCP,0,,,a,,mm
ASN00081005,01-01-1901,PRCP,0,,,a,,mm
ASN00081008,01-01-1901,PRCP,0,,,a,,mm
ASN00081010,01-01-1901,PRCP,0,,,a,,mm
ASN00081013,01-01-1901,PRCP,0,,,a,,mm
ASN00081016,01-01-1901,PRCP,0,,,a,,mm
ASN00081017,01-01-1901,PRCP,0,,,a,,mm
ASN00081018,01-01-1901,PRCP,0,,,a,,mm
ASN00081020,01-01-1901,PRCP,0,,,a,,mm
ASN00081021,01-01-1901,PRCP,0,,,a,,mm
ASN00081022,01-01-1901,PRCP,0,,,a,,mm
ASN00081026,01-01-1901,PRCP,0,,,a,,mm
ASN00081029,01-01-1901,PRCP,0,,,a,,mm
ASN00081034,01-01-1901,PRCP,0,,,a,,mm
ASN00081035,01-01-1901,PRCP,0,,,a,,mm
ASN00081037,01-01-1901,PRCP,0,,,a,,mm
ASN00081038,01-01-1901,PRCP,0,,,a,,mm
ASN00081041,01-01-1901,PRCP,0,,,a,,mm
ASN00081042,01-01-1901,PRCP,0,,,a,,mm
ASN00081043,01-01-1901,PRCP,0,,,a,,mm
ASN00081044,01-01-1901,PRCP,0,,,a,,mm
ASN00081047,01-01-1901,PRCP,0,,,a,,mm
ASN00081048,01-01-1901,PRCP,0,,,a,,mm
ASN00081050,01-01-1901,PRCP,0,,,a,,mm
ASN00081051,01-01-1901,PRCP,0,,,a,,mm
ASN00081052,01-01-1901,PRCP,0,,,a,,mm
ASN00081054,01-01-1901,PRCP,0,,,a,,mm
ASN00081057,01-01-1901,PRCP,0,,,a,,mm
ASN00081058,01-01-1901,PRCP,0,,,a,,mm
ASN00081063,01-01-1901,PRCP,0,,,a,,mm
ASN00081065,01-01-1901,PRCP,0,,,a,,mm
ASN00081070,01-01-1901,PRCP,0,,,a,,mm
ASN00081073,01-01-1901,PRCP,0,,,a,,mm
ASN00081078,01-01-1901,PRCP,0,,,a,,mm
ASN00081081,01-01-1901,PRCP,0,,,a,,mm
ASN00081085,01-01-1901,PRCP,0,,,a,,mm
ASN00081088,01-01-1901,PRCP,0,,,a,,mm
ASN00081089,01-01-1901,PRCP,0,,,a,,mm
ASN00081106,01-01-1901,PRCP,0,,,a,,mm
ASN00082000,01-01-1901,PRCP,0,,,a,,mm
ASN00082002,01-01-1901,PRCP,0,,,a,,mm
ASN00082004,01-01-1901,PRCP,0,,,a,,mm
ASN00082010,01-01-1901,PRCP,0,,,a,,mm
ASN00082011,01-01-1901,PRCP,0,,,a,,mm
ASN00082014,01-01-1901,PRCP,0,,,a,,mm
ASN00082015,01-01-1901,PRCP,0,,,a,,mm
ASN00082016,01-01-1901,PRCP,0,,,a,,mm
ASN00082022,01-01-1901,PRCP,0,,,a,,mm
ASN00082028,01-01-1901,PRCP,0,,,a,,mm
ASN00082034,01-01-1901,PRCP,8,,,a,,mm
ASN00082035,01-01-1901,PRCP,0,,,a,,mm
ASN00082037,01-01-1901,PRCP,0,,,a,,mm
ASN00082038,01-01-1901,PRCP,0,,,a,,mm
ASN00082040,01-01-1901,PRCP,0,,,a,,mm
ASN00082041,01-01-1901,PRCP,0,,,a,,mm
ASN00082043,01-01-1901,PRCP,0,,,a,,mm
ASN00082045,01-01-1901,PRCP,0,,,a,,mm
ASN00082046,01-01-1901,PRCP,0,,,a,,mm
ASN00082047,01-01-1901,PRCP,0,,,a,,mm
ASN00082048,01-01-1901,PRCP,0,,,a,,mm
ASN00082049,01-01-1901,PRCP,0,,,a,,mm
ASN00082051,01-01-1901,PRCP,0,,,a,,mm
ASN00082052,01-01-1901,PRCP,0,,,a,,mm
ASN00082053,01-01-1901,PRCP,0,,,a,,mm
ASN00082054,01-01-1901,PRCP,0,,,a,,mm
ASN00082056,01-01-1901,PRCP,0,,,a,,mm
ASN00082057,01-01-1901,PRCP,0,,,a,,mm
ASN00082058,01-01-1901,PRCP,0,,,a,,mm
ASN00082078,01-01-1901,PRCP,0,,,a,,mm
ASN00082079,01-01-1901,PRCP,0,,,a,,mm
ASN00082085,01-01-1901,PRCP,0,,,a,,mm
ASN00082086,01-01-1901,PRCP,0,,,a,,mm
ASN00082087,01-01-1901,PRCP,0,,,a,,mm
ASN00082114,01-01-1901,PRCP,0,,,a,,mm
ASN00082115,01-01-1901,PRCP,0,,,a,,mm
ASN00082122,01-01-1901,PRCP,0,,,a,,mm
ASN00083005,01-01-1901,PRCP,8,,,a,,mm
ASN00083013,01-01-1901,PRCP,0,,,a,,mm
ASN00083017,01-01-1901,PRCP,0,,,a,,mm
ASN00083025,01-01-1901,PRCP,30,,,a,,mm
ASN00083029,01-01-1901,PRCP,0,,,a,,mm
ASN00083030,01-01-1901,PRCP,0,,,a,,mm
ASN00083033,01-01-1901,PRCP,13,,,a,,mm
ASN00083051,01-01-1901,PRCP,0,,,a,,mm
ASN00084001,01-01-1901,PRCP,0,,,a,,mm
ASN00084002,01-01-1901,PRCP,0,,,a,,mm
ASN00084003,01-01-1901,PRCP,20,,,a,,mm
ASN00084004,01-01-1901,PRCP,0,,,a,,mm
ASN00084005,01-01-1901,PRCP,0,,,a,,mm
ASN00084006,01-01-1901,PRCP,0,,,a,,mm
ASN00084013,01-01-1901,PRCP,25,,,a,,mm
ASN00084016,01-01-1901,PRCP,0,,,a,,mm
ASN00084022,01-01-1901,PRCP,13,,,a,,mm
ASN00084024,01-01-1901,PRCP,28,,,a,,mm
ASN00084026,01-01-1901,PRCP,0,,,a,,mm
ASN00084030,01-01-1901,PRCP,0,,,a,,mm
ASN00084038,01-01-1901,PRCP,0,,,a,,mm
ASN00084049,01-01-1901,PRCP,0,,,a,,mm
ASN00084052,01-01-1901,PRCP,142,,,a,,mm
ASN00084054,01-01-1901,PRCP,0,,,a,,mm
ASN00084056,01-01-1901,PRCP,0,,,a,,mm
ASN00084061,01-01-1901,PRCP,0,,,a,,mm
ASN00084080,01-01-1901,PRCP,64,,,a,,mm
ASN00084082,01-01-1901,PRCP,53,,,a,,mm
ASN00085011,01-01-1901,PRCP,0,,,a,,mm
ASN00085019,01-01-1901,PRCP,0,,,a,,mm
ASN00085020,01-01-1901,PRCP,0,,,a,,mm
ASN00085023,01-01-1901,PRCP,0,,,a,,mm
ASN00085025,01-01-1901,PRCP,99,,,a,,mm
ASN00085029,01-01-1901,PRCP,0,,,a,,mm
ASN00085036,01-01-1901,PRCP,0,,,a,,mm
ASN00085038,01-01-1901,PRCP,0,,,a,,mm
ASN00085041,01-01-1901,PRCP,0,,,a,,mm
ASN00085042,01-01-1901,PRCP,3,,,a,,mm
ASN00085045,01-01-1901,PRCP,0,,,a,,mm
ASN00085047,01-01-1901,PRCP,0,,,a,,mm
ASN00085048,01-01-1901,PRCP,0,,,a,,mm
ASN00085049,01-01-1901,PRCP,71,,,a,,mm
ASN00085050,01-01-1901,PRCP,10,,,a,,mm
ASN00085053,01-01-1901,PRCP,0,,,a,,mm
ASN00085054,01-01-1901,PRCP,0,,,a,,mm
ASN00085055,01-01-1901,PRCP,36,,,a,,mm
ASN00085056,01-01-1901,PRCP,0,,,a,,mm
ASN00085059,01-01-1901,PRCP,0,,,a,,mm
ASN00085060,01-01-1901,PRCP,0,,,a,,mm
ASN00085062,01-01-1901,PRCP,196,,,a,,mm
ASN00085064,01-01-1901,PRCP,0,,,a,,mm
ASN00085065,01-01-1901,PRCP,0,,,a,,mm
ASN00085066,01-01-1901,PRCP,0,,,a,,mm
ASN00085068,01-01-1901,PRCP,58,,,a,,mm
ASN00085070,01-01-1901,PRCP,0,,,a,,mm
ASN00085071,01-01-1901,PRCP,0,,,a,,mm
ASN00085073,01-01-1901,PRCP,0,,,a,,mm
